기업명,거래소코드,기업유형,결산기,이익 과대계상 (비용 과소계상),회사명,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율,유형자산증가율,비유동생물자산증가율,투자부동산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,종업원1인당 부가가치증가율,종업원수증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,총자본순이익률,자기자본정상영업이익률,자기자본순이익률,경영자본정상영업이익률,경영자본순이익률,자본금정상영업이익률,자본금순이익률,매출원가 대 매출액비율,영업비용 대 영업수익비율,기타손익비률,금융손익비율,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,세금과공과 대 세금과공과 차감전순이익률,기업순이익률,수지비율(관계기업투자손익 제외),인건비 대 총비용비율,R & D 투자효율,세금과공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,유보율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,1주당정상영업이익,유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,정상영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치,종업원1인당 부가가치,종업원1인당 매출액,종업원1인당 정상영업이익,종업원1인당 순이익,종업원1인당 인건비,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치,법인세비용차감전(계속사업)손익,인건비,금융비용,임차료,세금과공과,감가상각비,종업원1인당 부가가치,총자본투자효율,기계투자효율,부가가치율,종업원수
(주)셀트리온,68270,코스피,2012,1.0,(주)셀트리온,4,21,32101,의료용 물질 및 의약품 제조업,2005/07/15,2018/02/09,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,,,,,73.18,55.81,49.81,11.72,11.28,10.07,18.61,16.61,11.48,10.24,223.83,199.76,26.82,44.19,-2.25,-2.47,2.64,0.26,0.47,7.47,10.6,48.51,31.74,0,0.54,5.23,20.74,4.14,10.48,1.35,2.81,2.81,"1,178.40",,,97.32,,,,"2,006.70","1,009",120.17,,"1,119.97",33.31,13.51,49.95,28.81,66.69,60.6,39.4,"1,202.65",110.05,87.80,138.57,119.84,12.76,476.75,48.55,"18,061.56","1,035.81",2.64,65.02,39.67,56.32,25.35,165.69,9.27,34.57,57.04,11.62,21.29,59.38,11.78,164.83,330.01,486.35,3.07,3.50,1.21,5.99,21.14,0.2,0.21,0.33,4.01,0.51,170.08,2.15,0.61,0.7,4.49,81.30,9.75,10.75,110.11,0.94,387.61,0.3,0.47,0.35,0.0,0.0,"291,412.54",,,,,,,,,16.82,39.46,"2,440.15",83.21,19.26,80.74,59.86,"291,412.54","187,566.76","56,122.23","9,244.68","1,026.32",946.04,"36,679.19",,16.82,"2,440.15",83.21,
(주)셀트리온,68270,코스피,2013,1.0,(주)셀트리온,1,21,32101,의료용 물질 및 의약품 제조업,2018/02/09,,14.17,-3.26,0,-3.15,23.47,-4.45,75.42,3.52,-35.41,-48.92,-41.26,-40.75,,,,,69.64,44.14,45.29,5.95,5.38,5.52,9.34,9.59,5.74,5.89,106.32,109.10,30.36,55.86,6.99,-4.86,9.55,5.26,0.6,12.26,6.69,60.25,27.27,0.0,0.63,12.31,27.18,5.06,12.41,2.75,4.29,4.76,"1,116.85",,,101.76,,,,"1,295.28","1,040",784.94,,571.72,27.88,24.81,38.65,20.96,72.12,54.95,45.05,"1,081.68",131.26,96.37,110.79,83.31,16.22,198.29,254.67,"2,017.79",307.50,9.83,81.99,45.79,51.98,36.20,732.47,2.72,37.88,68.94,3.11,6.35,56.73,11.17,249.50,570.86,785.57,8.87,10.54,3.99,34.94,4.62,0.12,0.13,0.21,2.41,0.29,29.18,12.51,0.4,0.5,2.11,173.33,3.64,6.65,55.91,0.70,518.95,0.18,0.31,0.22,0,0.0,"234,764.20",,,,,,,,,11.87,32.95,"2,214.09",103.78,20.39,79.61,43.64,"234,764.20","115,664.59","47,863.33","21,608.50","1,044.44","1,100.75","47,710.47",,11.87,"2,214.09",103.78,
(주)셀트리온,68270,코스피,2013,1.0,(주)셀트리온,4,21,32101,의료용 물질 및 의약품 제조업,2005/07/15,2018/02/09,14.17,-3.26,0.0,-3.15,23.47,-4.45,75.42,3.52,-35.41,-48.92,-41.26,-40.75,,,,,69.64,44.14,45.29,5.95,5.38,5.52,9.34,9.59,5.74,5.89,106.32,109.10,30.36,55.86,6.99,-4.86,9.55,5.26,0.6,12.26,6.69,60.25,27.27,0,0.63,12.31,27.18,5.06,12.41,2.75,4.29,4.76,"1,116.85",,,101.76,,,,"2,252.29","1,040","1,364.88",,994.13,27.88,24.81,38.65,20.96,72.12,54.95,45.05,"1,081.68",131.26,96.37,110.79,83.31,16.22,198.29,254.67,"2,017.79",307.50,9.83,81.99,45.79,51.98,36.20,732.47,2.72,37.88,68.94,3.11,6.35,56.73,11.17,249.50,570.86,785.57,8.87,10.54,3.99,34.94,4.62,0.12,0.13,0.21,2.41,0.29,29.18,12.51,0.4,0.5,2.11,173.33,3.64,6.65,55.91,0.7,518.95,0.18,0.31,0.22,0.0,0.0,"234,764.20",,,,,,,,,11.87,32.95,"2,214.09",103.78,20.39,79.61,43.64,"234,764.20","115,664.59","47,863.33","21,608.50","1,044.44","1,100.75","47,710.47",,11.87,"2,214.09",103.78,
(주)셀트리온,68270,코스피,2014,1.0,(주)셀트리온,1,21,32101,의료용 물질 및 의약품 제조업,2018/02/09,,17.38,25.37,0,0,7.17,43.79,63.41,14.74,108.24,101.78,9.98,14.01,,,,,72.42,42.77,24.94,9.84,9.37,5.46,16.55,9.65,10.05,5.86,197.45,110.43,27.58,57.23,-11.12,-9.63,5.98,-3.5,1.91,22.30,6.77,69.51,22.04,0.0,0.61,8.25,22.36,6.91,12.93,3.02,4.54,4.81,"1,182.93",,,97.04,,,,"4,686.84","1,112","1,444.31",,"2,004.59",34.15,28.2,51.85,24.52,65.85,58.03,41.97,"1,204.40",113.47,83.64,160.55,115.28,22.02,169.17,74.76,"8,617.41",199.17,1.96,72.31,36.65,47.8,35.66,160.70,12.88,36.4,62.73,5.25,6.30,57.08,12.80,142.72,313.80,473.72,14.48,16.69,6.08,29.96,7.15,0.22,0.24,0.39,4.62,0.5,52.82,6.91,0.7,0.96,2.61,139.65,3.39,15.67,146.94,1.45,251.69,0.32,0.58,0.4,0,0.0,"332,736.95",,,,,,,,,14.33,40.23,"2,358.47",70.64,22.60,77.40,35.31,"332,736.95","149,111.20","75,196.20","28,158.55","1,898.77","2,093.42","76,278.81",,14.33,"2,358.47",70.64,
(주)셀트리온,68270,코스피,2014,1.0,(주)셀트리온,4,21,32101,의료용 물질 및 의약품 제조업,2005/07/15,2018/02/09,17.38,25.37,0.0,0,7.17,43.79,63.41,14.74,108.24,101.78,9.98,14.01,,,,,72.42,42.77,24.94,9.84,9.37,5.46,16.55,9.65,10.05,5.86,197.45,110.43,27.58,57.23,-11.12,-9.63,5.98,-3.5,1.91,22.30,6.77,69.51,22.04,0,0.61,8.25,22.36,6.91,12.93,3.02,4.54,4.81,"1,182.93",,,97.04,,,,"4,550.71","1,112","1,402.36",,"1,946.36",34.15,28.2,51.85,24.52,65.85,58.03,41.97,"1,204.40",113.47,83.64,160.55,115.28,22.02,169.17,74.76,"8,617.41",199.17,1.96,72.31,36.65,47.8,35.66,160.70,12.88,36.4,62.73,5.25,6.30,57.08,12.8,142.72,313.80,473.72,14.48,16.69,6.08,29.96,7.15,0.22,0.24,0.39,4.62,0.5,52.82,6.91,0.7,0.96,2.61,139.65,3.39,15.67,146.94,1.45,251.69,0.32,0.58,0.4,0.0,0.0,"332,736.95",,,,,,,,,14.33,40.23,"2,358.47",70.64,22.60,77.40,35.31,"332,736.95","149,111.20","75,196.20","28,158.55","1,898.77","2,093.42","76,278.81",,14.33,"2,358.47",70.64,
(주)셀트리온,68270,코스피,2015,1.0,(주)셀트리온,1,21,32101,의료용 물질 및 의약품 제조업,2018/02/09,,18.34,-0.07,0,0,7.98,38.31,4.54,35.82,28.10,28.53,36.75,37.19,,,,,61.13,42.91,26.23,10.49,10.21,6.24,16.4,10.48,10.55,6.45,239.77,142.67,38.87,57.09,-15.88,-5.17,3.75,-1.38,1.78,4.26,7.14,73.59,18.67,0.0,0.49,4.98,18.08,6.39,14.29,2.37,3.73,3.62,"1,480.61",,,96.96,,,,"5,826.15","1,409",748.93,,"2,500.29",39.91,21.31,66.42,31.4,60.09,65.85,34.15,"1,506.90",91.25,79.3,164.75,129.64,22.52,283.29,54.23,"12,873.46",373.75,2.20,51.85,36.79,65.96,15.06,63.24,15.69,28.96,43.97,8.71,8.20,64.78,15.83,156.60,263.56,444.10,11.87,13.99,4.05,18.46,11.43,0.24,0.25,0.38,5.59,0.63,126.58,2.88,0.64,0.84,2.64,138.33,3.29,17.55,202.02,1.16,314.70,0.38,0.67,0.4,0,0.0,"357,257.30",,,,,,,,,13.0,40.85,480.46,59.21,23.76,76.24,44.30,"357,257.30","163,110.86","84,885.07","22,657.19","2,211.66","2,218.44","82,174.08",,13.0,480.46,59.21,
(주)셀트리온,68270,코스피,2015,1.0,(주)셀트리온,4,21,32101,의료용 물질 및 의약품 제조업,2005/07/15,2018/02/09,18.34,-0.07,0.0,0,7.98,38.31,4.54,35.82,28.1,28.53,36.75,37.19,,,,,61.13,42.91,26.23,10.49,10.21,6.24,16.4,10.48,10.55,6.45,239.77,142.67,38.87,57.09,-15.88,-5.17,3.75,-1.38,1.78,4.26,7.14,73.59,18.67,0,0.49,4.98,18.08,6.39,14.29,2.37,3.73,3.62,"1,480.61",,,96.96,,,,"5,370.18","1,409",690.32,,"2,304.61",39.91,21.31,66.42,31.4,60.09,65.85,34.15,"1,506.90",91.25,79.30,164.75,129.64,22.52,283.29,54.23,"12,873.46",373.75,2.20,51.85,36.79,65.96,15.06,63.24,15.69,28.96,43.97,8.71,8.20,64.78,15.83,156.60,263.56,444.10,11.87,13.99,4.05,18.46,11.43,0.24,0.25,0.38,5.59,0.63,126.58,2.88,0.64,0.84,2.64,138.33,3.29,17.55,202.02,1.16,314.70,0.38,0.67,0.4,0.0,0.0,"357,257.30",,,,,,,,,13.0,40.85,480.46,59.21,23.76,76.24,44.30,"357,257.30","163,110.86","84,885.07","22,657.19","2,211.66","2,218.44","82,174.08",,13.0,480.46,59.21,
(주)셀트리온,68270,코스피,2016,1.0,(주)셀트리온,1,21,32101,의료용 물질 및 의약품 제조업,2018/02/09,,4.93,-3.31,0,0,-0.47,13.08,-26.88,14.95,11.13,-14.56,3.16,-1.39,,,,,58.26,32.99,22.28,7.97,7.86,5.31,11.43,8.73,8.02,5.42,193.20,138.81,41.74,67.01,-3.55,-1.97,2.13,0.08,1.69,25.65,5.81,71.27,20.79,2.61,0.72,2.92,17.3,6.2,17.31,1.62,2.58,2.38,"1,572.36",,,92.95,,,,"5,754.01","1,371","1,974.52",,"1,898.41",43.01,13.78,75.46,37.08,56.99,71.46,28.54,"1,670.33",79.75,72.29,203.24,175.22,43.98,443.61,27.13,"3,581.57",809.97,12.39,39.93,29.61,69.37,10.32,33.77,21.85,23.54,32.94,12.61,14.81,67.5,16.70,174.26,245.68,423.11,18.69,22.66,5.33,22.94,15.47,0.24,0.24,0.35,5.86,0.76,50.96,7.16,0.57,0.69,3.31,110.14,4.95,13.16,82.74,0.94,386.60,0.41,0.76,0.37,0,0.0,"404,178.63",,,,,,,,,14.02,46.79,138.42,60.27,25.21,74.79,36.97,"404,178.63","197,433.29","101,885.24","14,297.96","2,242.57","3,546.02","84,773.55",,14.02,138.42,60.27,
(주)셀트리온,68270,코스피,2016,1.0,(주)셀트리온,4,21,32101,의료용 물질 및 의약품 제조업,2005/07/15,2018/02/09,9.96,-3.31,0.0,0,7.05,14.34,-20.96,21.21,11.13,-3.58,15.51,10.57,,,,,59.14,37.24,26.91,8.77,8.65,6.25,12.46,9.50,8.82,6.38,218.05,155.43,40.86,62.76,-3.04,-1.46,1.62,0.08,1.69,22.51,6.63,66.63,21.68,0,0.77,2.37,19.35,6.19,15.79,1.23,2.08,1.91,"1,663.32",,,93.31,,,,"5,754.09","1,535","2,152.81",,"2,142.57",41.5,14.73,70.94,35.38,58.5,72.77,27.23,"1,761.29",80.40,73.30,205.50,175.22,43.98,410.43,28.70,"3,581.57",705.79,11.46,37.43,27.75,69.37,9.67,33.04,21.3,22.47,30.88,17.72,22.14,68.99,17.88,175.29,254.95,444.28,19.96,24.19,5.43,24.49,23.02,0.23,0.24,0.33,5.86,0.76,50.96,7.16,0.57,0.69,3.20,113.90,4.71,13.16,82.74,0.94,386.60,0.39,0.76,0.37,0.0,0.0,"433,979.97",,,,,,,,,14.36,50.24,148.62,64.72,22.89,77.11,41.58,"433,979.97","229,335.28","99,333.59","10,847.19","2,242.57","3,546.02","88,675.33",,14.36,148.62,64.72,
(주)셀트리온,68270,코스피,2017,1.0,(주)셀트리온,1,21,32101,의료용 물질 및 의약품 제조업,2018/02/09,,14.23,-2.73,0,0,2.22,30.14,16.70,17.45,41.53,125.81,131.65,136.01,,,,,73.53,52.64,39.80,16.35,16.17,12.23,22.35,17.39,16.43,12.42,417.60,307.79,26.47,47.36,-1.74,-1.91,0.96,-0.92,1.45,22.43,12.52,50.0,26.9,2.6,0.8,1.89,20.28,7.01,19.75,1.07,2.29,2.22,"1,806.30",,,95.56,,,,"7,743.59","3,015","3,965.14",,"4,076.14",49.0,12.36,96.07,42.94,51.0,73.18,26.82,"1,864.78",69.70,62.75,261.69,229.34,67.97,415.27,20,"3,939",765.21,10.54,36.66,25.59,65.03,11.07,26.76,30.27,19.46,26.59,34.05,53.89,71.0,19.07,150.37,175.10,342.01,40.52,55.86,10.87,37.73,54.70,0.31,0.31,0.42,7.93,1.11,44.98,8.12,0.67,0.76,5.12,71.23,9.40,14.78,78.34,1.20,305.11,0.57,1.11,0.47,0,0.0,"726,450.02",,,,,,,,,22.05,87.60,271.63,76.54,17.88,82.12,52,"726,450.02","483,071.48","129,910.64","9,133.63","2,502.06","3,881.94","97,950.27",,22.05,271.63,76.54,
(주)셀트리온,68270,코스피,2018,1.0,(주)셀트리온,1,21,32101,의료용 물질 및 의약품 제조업,2018/02/09,,6.35,4.41,0,0,9.45,3.11,-18.33,8.70,3.48,-35.32,-33.26,-33.13,,,,,56.1,32.9,24.18,9.83,9.51,6.99,12.91,10.30,9.76,7.17,260.46,198.09,43.9,67.1,-2.19,0.31,0.4,0.13,1.22,22.50,7.1,70.19,23.29,2.18,0.67,0.55,17.52,8.5,21.26,0.44,2.85,2.55,"1,976.75",,,98.17,,,,"7,836.82","1,971","2,910.94",,"2,578.55",47.51,9.79,90.51,42.86,52.49,74.08,25.92,"1,981.97",70.85,65.09,245.44,221.41,60.54,495.78,16.52,"3,902.90","1,176.77",12.70,34.98,26.13,80.04,8.85,23.30,28.15,14.75,19.90,21.91,77.38,73.9,20.63,166.91,179.16,343.75,46.86,82.35,12.14,43.31,81.83,0.29,0.3,0.39,7.92,1.1,47.07,7.75,0.6,0.67,5.42,67.34,11.10,13.46,88.90,1.20,304.04,0.56,1.14,0.43,0,0.0,"604,013.85",,,,,,,,,17.24,75.39,247.20,61.50,27.48,72.52,39.32,"604,013.85","301,639.08","165,997.87","3,948.96","2,838.20","4,763.27","124,826.47",,17.24,247.20,61.50,
(주)셀트리온,68270,코스피,2019,1.0,(주)셀트리온,1,21,32101,의료용 물질 및 의약품 제조업,2018/02/09,,10.18,4.78,0,0,12.82,7.26,88.26,11,14.91,18.07,22.49,18.71,,,,,56.14,33.81,26.71,10.69,10.36,8.19,13.95,11.48,10.76,8.5,300.66,237.22,43.86,66.19,0.04,0.3,-0.11,0.04,0.71,22.23,8.15,67.18,26.7,2.21,0.71,-0.16,19.61,9.45,21.26,-0.13,2.19,2.14,"2,188.63",,,100.18,,,,"8,801.46","2,369","3,696.93",,"2,975.78",46.25,17.18,86.05,38.3,53.75,74.43,25.57,"2,150.66",72.21,64.78,271.61,224.95,83.10,265.52,27.19,"1,907.20",451.57,13.92,34.35,22.88,71.12,11.47,29.21,29.22,12.83,17.24,35.24,"999,999,999",75.7,22.77,152.84,173.39,329.45,42.5,84.66,10.87,37.16,0,0.31,0.32,0.41,8.89,1.19,35.60,10.25,0.65,0.76,4.81,75.95,9.06,12.49,108.40,1.39,262.33,0.58,1.25,0.47,0,0.0,"750,558.65",,,,,,,,,19.45,86.22,259.78,66.51,27.89,72.11,40.16,"750,558.65","382,031.28","209,351.25","-1,228.84","1,101.15","5,584.20","153,719.62",,19.45,259.78,66.51,
(주)셀트리온,68270,코스피,2020,1.0,(주)셀트리온,1,21,32101,의료용 물질 및 의약품 제조업,2018/02/09,,30.07,2.46,0,0,20.68,40.97,25.31,19.84,63.86,88.34,72,77.25,,,,,55.58,38.86,28.43,16.32,16.18,11.84,22.81,17.07,16.74,12.25,545.75,393.23,44.42,61.14,-3.32,-1.52,0.08,-1.23,0.28,20.71,11.88,65.59,19.41,1.12,0.47,0.12,13.88,9.03,19.50,0.12,0.97,1.18,"2,492.27",,,99.86,,,,"13,708.51","3,873","2,600.28",,"5,327.21",50.13,15.27,100.51,42.47,49.87,68.28,31.72,"2,450.17",73.04,63.17,238.13,201.76,64.75,325.87,26.33,"3,687.57",709.56,8.84,46.46,30.83,73.79,15.63,36.70,29.08,15.43,22.59,95.77,428.33,69.41,25.81,116.32,123.79,263.20,25.89,53.25,8.21,22.30,467.27,0.42,0.43,0.59,14.04,1.43,48.24,7.57,0.86,1.02,5.35,68.20,10.36,13.32,106.31,1.79,203.98,0.81,1.98,0.61,0,0.0,"1,081,530.12",,,,,,,,,21.54,119.98,365.66,58.49,22.49,77.51,48.61,"1,081,530.12","657,152.02","243,184.58","1,537.81",0,"5,846.31","173,849.80",,21.54,365.66,58.49,
(주)셀트리온헬스케어,91990,코스닥,2012,0.0,(주)셀트리온헬스케어,4,46,137105,도매 및 상품 중개업,2017/07/28,2024/01/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)셀트리온헬스케어,91990,코스닥,2013,1.0,(주)셀트리온헬스케어,4,46,137105,도매 및 상품 중개업,2017/07/28,2024/01/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)셀트리온헬스케어,91990,코스닥,2014,1.0,(주)셀트리온헬스케어,4,46,137105,도매 및 상품 중개업,2017/07/28,2024/01/12,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,,,,,40.97,21.81,-224.27,2.6,2.56,-26.31,0.0,0,2.78,-28.56,"2,162.67","-22,233.83",59.03,78.19,-268.26,-268.49,20.94,-0.04,1.05,0,-23.86,339.95,2.1,0,0.0,6.0,0.04,31.13,81.07,1.64,10.88,10.88,"-42,059.63",,,0,,,,"495,689.89","-1,140,514","-761,965.68",,"108,133.71",92.06,96.21,"1,159.30",3.49,7.94,0.0,149.66,"-41,959.63",0,0,122.20,4.63,0.42,2.79,529.55,10.62,563.53,26.28,0,0,55.02,0,444.37,16.73,22.95,0,1.03,-10.77,0.0,0.0,784.65,67.68,785.39,-12.05,-78.57,-18.04,-153.72,1.04,0.12,0.13,0.0,99.14,0.08,0.50,724.13,0.13,3.36,0.13,"2,755.44",26.76,"18,259.34",0,4.75,76.88,1.48,475.70,0.07,0.23,0.0,"-357,796.81",,,,,,,,,-25.54,"-103,571.45",0,-217.73,0,0,0,"-357,796.81","-404,990.81","12,027","34,419",538,0,210,,-25.54,0,-217.73,
(주)셀트리온헬스케어,91990,코스닥,2015,1.0,(주)셀트리온헬스케어,4,46,137105,도매 및 상품 중개업,2017/07/28,2024/01/12,13.63,-44.10,0.0,0,-60.06,19.98,17.03,0,128.82,135.24,0,0,,,,,32.46,22.43,-1.79,5.65,5.64,-0.45,0.0,0,5.94,-0.47,"3,807.23",-304.28,67.54,77.57,4.33,-9.13,14.97,0.2,0.52,106.70,3.31,82.50,2.74,0,0.0,11.87,0.04,31.81,113.64,3.49,33.27,22.99,"16,544.53",,,110.24,,,,"678,155.71","-20,255","57,728.87",,"152,088.57",97.21,93.84,"3,482.32",5.98,2.79,29.0,71.0,"16,644.53",9.63,5.16,211.78,13.04,5.05,3.04,177.80,7.61,"76,118.93",39.96,244.89,158.31,8.93,86.58,48.93,51.31,10.66,36.78,1.49,2.79,28.82,165.45,377.17,20.70,411.79,-9.76,-64.99,-6.93,-29.33,1.50,0.25,0.26,0.0,169.76,0.23,0.83,439.82,0.27,5.22,0.28,"1,306.72",121.30,"83,562.80",0,9.55,38.23,4.83,"1,396.45",0.16,0.11,0.0,"170,765.14",,,,,,,,,10.73,"88,435.72",0,45.41,7.60,92.40,-3.95,"170,765.14","100,604.14","12,985","56,310",660,0,206,,10.73,0,45.41,
(주)셀트리온헬스케어,91990,코스닥,2016,1.0,(주)셀트리온헬스케어,4,46,74604,도매 및 상품 중개업,2017/07/28,2024/01/12,24.9,-42.02,0.0,0,13.19,25.24,0.60,32.45,101.16,116.67,0,0,,,,,30.0,24.16,16.33,10.22,10.21,6.9,34.07,23.03,10.47,7.08,318.17,215.06,70.0,75.84,-2.50,-3.63,4.29,2.24,0.46,24.61,8.71,79.40,2.42,0,0.0,5.14,0.03,29.86,147.28,2.59,17.27,18.19,445.33,,,89.76,,,,"6,772.51","1,108",272.50,,"1,635.94",97.47,75.38,"3,852.95",24.0,2.53,30.75,69.25,545.33,8.23,6.16,165.40,40.72,8.18,24.93,190.63,57.32,"34,879.66",43.50,225.22,191.65,0.0,33.57,26.78,38.54,9.5,30.88,5.61,6.05,25.11,4.45,230.33,6.26,256.60,2.27,16.54,1.57,4.13,5.63,0.42,0.43,1.41,13.17,0.6,1.24,293.25,0.43,2.64,0.52,702.64,"1,372.84",0,0,3.71,98.51,15.97,"4,959.29",0.28,0.34,0.0,"212,392.23",,,,,,,,,10.68,"189,697.38",0,28.08,7.18,92.82,58.15,"212,392.23","163,820.54","15,260","32,455.69",678,0,178,,10.68,0,28.08,
(주)셀트리온헬스케어,91990,코스닥,2017,1.0,(주)셀트리온헬스케어,4,46,74607,도매 및 상품 중개업,2017/07/28,2024/01/12,44.63,181.55,0.0,0,50.75,44.47,7.76,178.80,21.82,-9.79,34.15,25.76,,,,,25.53,17.89,17.98,7.06,6.78,6.81,14.24,14.31,6.94,6.98,132.17,132.85,74.47,82.11,5.66,7.33,1.88,-2.78,0.61,23.65,7.53,79.39,2.28,0,0.0,2.07,0.02,15.12,49.97,1.36,214.08,24.12,"1,140.79",,,95.47,,,,"7,447.43","1,348","-1,570.30",,"1,332.11",97.36,56.22,"3,692.55",42.62,2.64,59.27,40.73,"1,240.79",4.45,4.03,281.80,123.36,25.31,26.34,87.15,62.88,"7,540.68",41.89,68.71,58.29,0.0,10.42,9.83,62.81,0.39,0.66,6.83,13.54,54.5,11.41,257.01,6.84,304.52,-7.0,-727.06,-2.85,-8.89,9.52,0.38,0.39,0.8,7.39,0.72,1.42,256.37,0.39,1.08,0.61,600.93,281.76,"10,296.09",0,2.37,154.21,14.62,"4,314.18",0.27,0.64,0.0,"254,674.14",,,,,,,,,8.86,"80,789.49",0,27.64,7.47,92.53,65.06,"254,674.14","217,014.04","19,027","17,306.10","1,145",0,182,,8.86,0,27.64,
(주)셀트리온헬스케어,91990,코스닥,2018,1.0,(주)셀트리온헬스케어,4,46,74607,도매 및 상품 중개업,2017/07/28,2024/01/12,2.56,14.73,0.0,0,104.72,-0.21,7.82,-4.03,-24.57,0,-91.08,-88.79,,,,,7.41,-6.13,2.13,-1.28,-1.46,0.51,-2.55,0.88,-1.5,0.52,-30.65,10.63,92.59,106.13,10.28,8.22,-0.66,-0.63,1.28,48.84,0.35,96.40,3.46,0,0.0,-0.6,0.04,13.87,35.31,-0.37,4.49,5.38,"1,132.25",,,100.55,,,,"4,949.67",106,"-1,311.89",,-303.22,94.74,60.75,"1,799.94",37.19,5.26,55.47,44.53,"1,163.82",9.49,9.30,218.38,85.72,18.79,23.78,112.06,62.44,"1,556.29",38.09,80.29,78.21,0.0,2.08,2.24,51.36,0.57,1.03,-56.39,"999,999,999",53.96,11.32,402.30,16.62,412.46,-14.41,"-1,124.93",-6.42,-27.23,0,0.24,0.25,0.42,5.0,0.56,1.06,342.79,0.25,0.6,0.43,858.75,44.23,"7,766.28",0,1.7,214.79,6.02,"2,053.72",0.18,0.94,0.0,"53,128.47",,,,,,,,,1.8,"14,689.87",0,7.64,50.29,49.71,27.81,"53,128.47","28,880.30","26,719","-4,612.83","1,818",0,324,,1.8,0,7.64,
(주)셀트리온제약,68760,코스닥,2012,1.0,(주)셀트리온제약,5,21,32102,의료용 물질 및 의약품 제조업,2006/02/03,,53.2,135.77,0.0,0,63.71,41.29,69.43,22.59,1.02,-27.63,3.43,1.82,,,,,67.71,10.81,7.56,2.08,1.86,1.3,3.56,2.49,2.4,1.68,76.87,53.76,32.29,89.19,-3.61,0.48,0.57,-0.32,2.62,14.79,1.4,93.09,32.4,4.82,1.72,0.59,2.54,8.32,21.96,0.2,1.01,1.44,"2,124.54",,,94.30,,,,"3,345.46",280,-244.52,,361.79,43.21,58.98,76.09,17.72,56.79,47.5,52.5,"2,224.35",119.56,84.59,131.47,53.92,5.04,35.31,246.44,46.23,37.11,76.37,110.53,69.20,26.96,41.33,189.82,10.34,26.49,55.78,5.73,13.67,45.37,21.25,260.06,322.38,505.74,-2.38,-4.72,-1.25,-8.82,19.02,0.17,0.22,0.33,7.11,0.36,0.94,389.70,0.38,0.85,0.70,521.34,0.74,27.69,0,1.68,217.43,0.31,0.57,0.23,0.69,0.0,"21,306.62",,,,,,,,,6.44,74.01,296.54,45.36,69.32,30.68,16.67,"21,306.62","3,383.33","14,770.66",267,"1,069.33",785.02,"1,159.88",,6.44,296.54,45.36,
